edge_id,from_node_id,from_node_type,to_node_id,to_node_type,relationship,timestamp,trip_id,rider_id,route_id,station_id,mode,rider_segment,edge_strength,fare_bucket,region,province,city,promotion,same_household,prior_interactions,dwell_seconds,distance_bucket,total_fare_cad,citation_issued
EDGE300682,R69732,Rider,S030,Station,TRANSFERRED_TO,2024-07-27 22:36:15,T100994,R69732,R054,S030,skytrain,Commuter,0.854,$4.5-$6.5,NA,BC,Vancouver,None,False,2,40,10-20km,6.2,False
EDGE300683,R85945,Rider,S027,Station,TRANSFERRED_TO,2024-07-02 18:31:03,T101152,R85945,R089,S027,skytrain,Student,0.998,$3-$4.5,NA,BC,Vancouver,None,False,1,26,10-20km,3.12,False
EDGE300684,R29213,Rider,S017,Station,TRANSFERRED_TO,2024-06-15 20:07:39,T101289,R29213,R030,S017,bus,Commuter,0.15,>$6.5,NA,BC,Vancouver,NewYearPromo,False,0,20,10-20km,9.24,False
EDGE300685,R32763,Rider,R63002,Rider,SHARES_TRIP_WITH,2024-09-24 12:51:45,T101248,R32763,R028,S006,skytrain,LowIncome,0.429,<$3,NA,BC,Vancouver,None,False,1,32,5-10km,2.84,False
EDGE300686,S006,Station,S023,Station,CONNECTS_TO,2024-04-09 22:06:20,,,,S006,bus,Occasional,0.121,$4.5-$6.5,NA,BC,Vancouver,None,False,3,29,5-10km,6.26,False
EDGE300687,S009,Station,S023,Station,CONNECTS_TO,2024-01-09 00:59:45,,,,S009,skytrain,Student,0.507,$3-$4.5,NA,BC,Vancouver,None,False,1,25,2-5km,4.12,False
EDGE300688,R028,Route,S015,Station,ROUTE_SERVES,2024-07-04 13:16:10,,,R028,S015,skytrain,Commuter,0.258,$3-$4.5,NA,BC,Vancouver,None,False,2,43,<2km,3.32,False
EDGE300689,R069,Route,S008,Station,ROUTE_SERVES,2024-10-21 20:06:12,,,R069,S008,wce,Senior,0.954,$3-$4.5,NA,BC,Vancouver,None,False,3,28,10-20km,3.1,False
EDGE300690,R13363,Rider,V0742,Vehicle,BOARDED,2024-02-05 23:33:10,T100931,R13363,R069,S003,skytrain,Commuter,0.689,<$3,NA,BC,Vancouver,None,False,0,64,10-20km,2.97,False
EDGE300691,S005,Station,S014,Station,CONNECTS_TO,2024-10-14 02:13:21,,,,S005,bus,Commuter,0.641,$3-$4.5,NA,BC,Vancouver,None,False,4,58,>=20km,3.07,False
EDGE300692,R34375,Rider,S003,Station,TRANSFERRED_TO,2025-04-06 15:17:53,T101060,R34375,R082,S003,wce,Commuter,0.119,$3-$4.5,NA,BC,Vancouver,NewYearPromo,False,2,60,>=20km,3.11,False
EDGE300693,S013,Station,S030,Station,CONNECTS_TO,2024-08-04 04:09:33,,,,S013,skytrain,Commuter,0.272,$3-$4.5,NA,BC,Vancouver,SportsFinalsPass,False,1,54,5-10km,3.14,False
EDGE300694,R047,Route,S018,Station,ROUTE_SERVES,2024-05-05 20:19:16,,,R047,S018,skytrain,Commuter,0.148,<$3,NA,BC,Vancouver,None,False,1,29,10-20km,2.72,False
EDGE300695,S030,Station,S030,Station,CONNECTS_TO,2024-04-10 23:26:08,,,,S030,bus,Commuter,0.319,$3-$4.5,NA,BC,Vancouver,None,False,0,21,10-20km,3.14,False
EDGE300696,R12112,Rider,V0456,Vehicle,BOARDED,2024-02-23 11:19:30,T102322,R12112,R026,S026,bus,Commuter,0.529,<$3,NA,BC,Vancouver,None,False,1,50,2-5km,2.13,False
EDGE300697,R115,Route,S025,Station,ROUTE_SERVES,2025-01-03 14:01:52,,,R115,S025,skytrain,Tourist,0.204,$4.5-$6.5,NA,BC,Vancouver,None,False,2,23,5-10km,4.52,False
EDGE300698,R62120,Rider,R74783,Rider,SHARES_TRIP_WITH,2024-08-24 06:57:12,T101818,R62120,R006,S012,bus,Senior,0.494,<$3,NA,BC,Vancouver,None,False,3,34,10-20km,1.9,False
EDGE300699,S001,Station,S016,Station,CONNECTS_TO,2024-11-23 19:24:03,,,,S001,bus,Commuter,0.433,$4.5-$6.5,NA,BC,Vancouver,None,False,1,38,10-20km,4.6,False
EDGE300700,R47131,Rider,V0876,Vehicle,BOARDED,2024-02-20 08:35:39,T100728,R47131,R032,S003,wce,Commuter,0.854,<$3,NA,BC,Vancouver,None,False,1,30,5-10km,2.16,False
EDGE300701,R22720,Rider,V0188,Vehicle,BOARDED,2025-04-12 21:27:42,T102050,R22720,R039,S002,bus,Senior,0.251,>$6.5,NA,BC,Vancouver,HolidayFreeRide,False,2,47,10-20km,8.21,False
EDGE300702,S026,Station,S012,Station,CONNECTS_TO,2025-02-06 11:31:39,,,,S026,skytrain,Commuter,0.879,<$3,NA,BC,Vancouver,None,False,4,28,10-20km,1.88,False
EDGE300703,R33516,Rider,V0607,Vehicle,BOARDED,2024-05-02 16:16:32,T102413,R33516,R059,S018,bus,Occasional,0.68,$3-$4.5,NA,BC,Vancouver,None,False,3,5,5-10km,3.2,False
EDGE300704,S021,Station,S023,Station,CONNECTS_TO,2024-07-26 02:37:44,,,,S021,skytrain,Tourist,0.122,$3-$4.5,NA,BC,Vancouver,None,False,2,72,2-5km,3.31,False
EDGE300705,R80564,Rider,S025,Station,TRANSFERRED_TO,2024-11-08 07:51:49,T100998,R80564,R029,S025,bus,Student,0.14,$4.5-$6.5,NA,BC,Vancouver,None,False,1,13,10-20km,4.58,False
EDGE300706,R26829,Rider,V0025,Vehicle,BOARDED,2024-03-04 03:19:25,T101553,R26829,R037,S002,bus,Commuter,0.544,$3-$4.5,NA,BC,Vancouver,None,False,3,41,10-20km,3.19,False
EDGE300707,S003,Station,S004,Station,CONNECTS_TO,2024-09-01 08:03:21,,,,S003,bus,Commuter,0.81,$3-$4.5,NA,BC,Vancouver,None,False,1,26,10-20km,3.19,False
EDGE300708,R14058,Rider,V0001,Vehicle,BOARDED,2024-08-05 19:55:31,T100396,R14058,R052,S019,bus,Occasional,0.62,$3-$4.5,NA,BC,Vancouver,SportsFinalsPass,False,1,34,5-10km,4.08,False
EDGE300709,R40917,Rider,S012,Station,ALIGHTED,2024-11-27 06:24:08,T100758,R40917,R004,S012,skytrain,Student,0.331,<$3,NA,BC,Vancouver,None,False,4,54,10-20km,2.16,False
EDGE300710,R050,Route,S001,Station,ROUTE_SERVES,2025-06-24 07:37:58,,,R050,S001,skytrain,Tourist,0.286,$3-$4.5,NA,BC,Vancouver,None,False,3,43,10-20km,3.09,False
EDGE300711,S020,Station,S006,Station,CONNECTS_TO,2024-10-18 12:16:05,,,,S020,skytrain,Senior,0.78,$3-$4.5,NA,BC,Vancouver,None,False,0,29,10-20km,3.12,False
EDGE300712,R054,Route,S028,Station,ROUTE_SERVES,2024-11-14 12:32:51,,,R054,S028,skytrain,Commuter,0.557,$4.5-$6.5,NA,BC,Vancouver,None,False,2,47,>=20km,4.51,False
EDGE300713,S015,Station,S029,Station,CONNECTS_TO,2024-02-19 10:44:21,,,,S015,wce,Occasional,0.948,$3-$4.5,NA,BC,Vancouver,HolidayFreeRide,False,2,28,10-20km,3.15,False
EDGE300714,R17479,Rider,S026,Station,TRANSFERRED_TO,2024-09-20 17:16:17,T100476,R17479,R006,S026,bus,Senior,0.192,$3-$4.5,NA,BC,Vancouver,None,False,1,16,>=20km,3.17,False
EDGE300715,S004,Station,S027,Station,CONNECTS_TO,2024-05-21 16:45:38,,,,S004,bus,Commuter,0.157,$3-$4.5,NA,BC,Vancouver,None,False,2,56,5-10km,3.12,False
EDGE300716,S022,Station,S003,Station,CONNECTS_TO,2024-07-04 02:19:21,,,,S022,bus,Commuter,0.226,>$6.5,NA,BC,Vancouver,None,False,1,52,10-20km,8.1,False
EDGE300717,R44398,Rider,S011,Station,TRANSFERRED_TO,2025-02-15 19:36:37,T101784,R44398,R084,S011,bus,Senior,0.357,>$6.5,NA,BC,Vancouver,CarFreeDay,False,2,10,10-20km,6.63,False
EDGE300718,R82074,Rider,V0005,Vehicle,BOARDED,2024-12-05 20:43:11,T102386,R82074,R091,S006,skytrain,Commuter,0.211,$3-$4.5,NA,BC,Vancouver,None,False,0,27,2-5km,3.2,False
EDGE300719,R95290,Rider,S014,Station,ALIGHTED,2025-02-22 10:56:02,T101537,R95290,R050,S014,bus,LowIncome,0.831,<$3,NA,BC,Vancouver,None,False,1,18,2-5km,2.26,False
EDGE300720,S003,Station,S024,Station,CONNECTS_TO,2024-05-14 11:58:05,,,,S003,skytrain,Occasional,0.469,<$3,NA,BC,Vancouver,CarFreeDay,False,0,31,<2km,2.16,False
EDGE300721,S029,Station,S002,Station,CONNECTS_TO,2025-06-11 03:01:19,,,,S029,wce,Commuter,0.269,$3-$4.5,NA,BC,Vancouver,None,False,1,10,>=20km,3.2,False
EDGE300722,R71514,Rider,V0543,Vehicle,BOARDED,2024-10-05 15:45:24,T101366,R71514,R044,S024,bus,Student,0.983,$3-$4.5,NA,BC,Vancouver,None,False,2,43,5-10km,3.18,False
EDGE300723,R45752,Rider,S012,Station,TRANSFERRED_TO,2025-02-08 18:05:47,T101961,R45752,R068,S012,wce,Commuter,0.987,<$3,NA,BC,Vancouver,None,False,3,50,10-20km,2.76,False
EDGE300724,R66566,Rider,S008,Station,ALIGHTED,2025-03-12 12:04:47,T101735,R66566,R105,S008,skytrain,Occasional,0.765,$3-$4.5,NA,BC,Vancouver,None,False,1,56,>=20km,3.2,False
EDGE300725,S027,Station,S028,Station,CONNECTS_TO,2024-05-01 15:49:46,,,,S027,bus,Senior,0.311,<$3,NA,BC,Vancouver,HolidayFreeRide,False,2,42,2-5km,2.15,False
EDGE300726,R47702,Rider,V0556,Vehicle,BOARDED,2024-05-13 04:50:51,T101113,R47702,R059,S026,skytrain,Commuter,0.194,$4.5-$6.5,NA,BC,Vancouver,NewYearPromo,False,5,44,>=20km,4.61,False
EDGE300727,R91392,Rider,V0091,Vehicle,BOARDED,2025-03-25 15:30:17,T101660,R91392,R081,S015,wce,Student,0.652,$3-$4.5,NA,BC,Vancouver,None,False,2,60,10-20km,3.2,False
EDGE300728,S002,Station,S027,Station,CONNECTS_TO,2025-02-03 09:11:07,,,,S002,bus,Commuter,0.884,$3-$4.5,NA,BC,Vancouver,None,False,2,40,5-10km,3.11,False
EDGE300729,R36870,Rider,V0465,Vehicle,BOARDED,2024-08-19 02:30:47,T100956,R36870,R031,S019,seabus,Tourist,0.247,$3-$4.5,NA,BC,Vancouver,None,False,3,27,5-10km,3.15,False
EDGE300730,R010,Route,S005,Station,ROUTE_SERVES,2024-09-14 20:14:03,,,R010,S005,wce,Senior,0.26,$3-$4.5,NA,BC,Vancouver,CarFreeDay,False,3,12,10-20km,3.14,False
EDGE300731,S007,Station,S002,Station,CONNECTS_TO,2024-03-09 17:29:49,,,,S007,skytrain,Senior,0.956,<$3,NA,BC,Vancouver,None,False,2,11,10-20km,2.16,False
EDGE300732,R36620,Rider,V0812,Vehicle,BOARDED,2024-06-11 23:36:17,T102239,R36620,R065,S002,skytrain,Commuter,0.669,<$3,NA,BC,Vancouver,HolidayFreeRide,False,3,49,10-20km,2.07,False
EDGE300733,S015,Station,S003,Station,CONNECTS_TO,2024-06-09 21:13:47,,,,S015,bus,Commuter,0.544,$4.5-$6.5,NA,BC,Vancouver,HolidayFreeRide,False,0,20,10-20km,4.86,False
EDGE300734,S026,Station,S014,Station,CONNECTS_TO,2024-11-04 16:25:05,,,,S026,bus,Student,0.41,$3-$4.5,NA,BC,Vancouver,NewYearPromo,False,2,54,10-20km,3.14,False
EDGE300735,R82716,Rider,S019,Station,ALIGHTED,2024-12-05 21:29:12,T101290,R82716,R084,S019,bus,Commuter,0.871,<$3,NA,BC,Vancouver,None,False,1,59,5-10km,2.09,False
EDGE300736,S011,Station,S022,Station,CONNECTS_TO,2024-11-14 06:36:42,,,,S011,skytrain,Commuter,0.681,>$6.5,NA,BC,Vancouver,None,False,0,46,5-10km,8.13,False
EDGE300737,S001,Station,S001,Station,CONNECTS_TO,2024-04-19 09:39:18,,,,S001,bus,Student,0.71,$3-$4.5,NA,BC,Vancouver,None,False,5,47,>=20km,3.28,False
EDGE300738,R76718,Rider,S016,Station,ALIGHTED,2024-06-22 07:46:03,T100301,R76718,R003,S016,skytrain,Tourist,0.871,$3-$4.5,NA,BC,Vancouver,CarFreeDay,False,2,27,10-20km,3.18,False
EDGE300739,R063,Route,S009,Station,ROUTE_SERVES,2024-04-18 02:33:59,,,R063,S009,bus,Commuter,0.159,$3-$4.5,NA,BC,Vancouver,None,False,2,5,10-20km,3.1,False
EDGE300740,S029,Station,S023,Station,CONNECTS_TO,2025-03-25 08:55:54,,,,S029,bus,Commuter,0.517,$3-$4.5,NA,BC,Vancouver,HolidayFreeRide,False,3,53,10-20km,3.74,False
EDGE300741,R40580,Rider,V0169,Vehicle,BOARDED,2024-09-25 17:58:02,T100978,R40580,R107,S027,bus,Occasional,0.667,<$3,NA,BC,Vancouver,HolidayFreeRide,False,4,42,2-5km,2.03,False
EDGE300742,R98604,Rider,S021,Station,ALIGHTED,2024-11-24 23:17:13,T102127,R98604,R007,S021,bus,Commuter,0.943,$4.5-$6.5,NA,BC,Vancouver,None,False,0,31,>=20km,4.57,False
EDGE300743,S003,Station,S029,Station,CONNECTS_TO,2024-09-15 23:15:37,,,,S003,skytrain,Student,0.411,$4.5-$6.5,NA,BC,Vancouver,None,False,2,31,>=20km,4.6,False
EDGE300744,S017,Station,S019,Station,CONNECTS_TO,2025-05-08 14:37:28,,,,S017,wce,Commuter,0.128,$4.5-$6.5,NA,BC,Vancouver,None,False,1,6,5-10km,4.51,False
EDGE300745,R67889,Rider,S026,Station,ALIGHTED,2025-04-01 15:34:43,T100637,R67889,R030,S026,skytrain,Commuter,0.138,<$3,NA,BC,Vancouver,None,False,0,24,10-20km,2.94,False
EDGE300746,R034,Route,S010,Station,ROUTE_SERVES,2025-05-01 22:55:43,,,R034,S010,skytrain,Tourist,0.167,$4.5-$6.5,NA,BC,Vancouver,None,False,4,55,10-20km,4.6,False
EDGE300747,R090,Route,S018,Station,ROUTE_SERVES,2024-12-02 06:03:08,,,R090,S018,skytrain,Student,0.859,$3-$4.5,NA,BC,Vancouver,None,False,1,54,>=20km,3.18,False
EDGE300748,S023,Station,S011,Station,CONNECTS_TO,2024-08-19 08:48:42,,,,S023,bus,Senior,0.197,<$3,NA,BC,Vancouver,None,False,2,22,2-5km,2.29,False
EDGE300749,R53305,Rider,R69703,Rider,SHARES_TRIP_WITH,2025-05-16 21:40:00,T101501,R53305,R080,S023,bus,Senior,0.962,<$3,NA,BC,Vancouver,HolidayFreeRide,False,1,65,2-5km,2.07,False
EDGE300750,R113,Route,S010,Station,ROUTE_SERVES,2025-01-01 02:43:00,,,R113,S010,skytrain,Commuter,0.2,$3-$4.5,NA,BC,Vancouver,None,False,2,60,2-5km,3.11,False
EDGE300751,R57566,Rider,V0498,Vehicle,BOARDED,2024-07-06 15:34:21,T100926,R57566,R010,S008,bus,Occasional,0.946,$4.5-$6.5,NA,BC,Vancouver,None,False,2,39,5-10km,6.21,False
EDGE300752,R071,Route,S026,Station,ROUTE_SERVES,2024-09-24 02:45:24,,,R071,S026,seabus,Commuter,0.467,$4.5-$6.5,NA,BC,Vancouver,CarFreeDay,False,2,13,2-5km,4.82,False
EDGE300753,S021,Station,S005,Station,CONNECTS_TO,2025-04-11 18:13:13,,,,S021,skytrain,Occasional,0.879,>$6.5,NA,BC,Vancouver,None,False,1,52,>=20km,8.36,False
EDGE300754,S026,Station,S019,Station,CONNECTS_TO,2024-08-25 12:30:17,,,,S026,skytrain,Commuter,0.393,$3-$4.5,NA,BC,Vancouver,SportsFinalsPass,False,0,54,10-20km,3.34,False
EDGE300755,S017,Station,S015,Station,CONNECTS_TO,2024-03-09 14:11:12,,,,S017,skytrain,Commuter,0.606,$4.5-$6.5,NA,BC,Vancouver,SportsFinalsPass,False,0,17,2-5km,4.52,False
EDGE300756,S014,Station,S019,Station,CONNECTS_TO,2024-02-11 15:47:30,,,,S014,bus,Occasional,0.655,$4.5-$6.5,NA,BC,Vancouver,None,False,0,34,>=20km,6.17,False
EDGE300757,R21090,Rider,S018,Station,TRANSFERRED_TO,2024-04-03 15:14:50,T101683,R21090,R066,S018,skytrain,Commuter,0.779,$3-$4.5,NA,BC,Vancouver,None,False,1,43,10-20km,3.13,False
EDGE300758,R069,Route,S019,Station,ROUTE_SERVES,2024-08-09 06:40:48,,,R069,S019,skytrain,Tourist,0.83,$4.5-$6.5,NA,BC,Vancouver,CarFreeDay,False,3,25,10-20km,4.58,False
EDGE300759,R49066,Rider,V0864,Vehicle,BOARDED,2024-10-20 02:25:40,T101880,R49066,R082,S007,skytrain,Occasional,0.146,$4.5-$6.5,NA,BC,Vancouver,HolidayFreeRide,False,3,31,>=20km,4.5,False
EDGE300760,R13378,Rider,S028,Station,ALIGHTED,2024-03-30 10:51:20,T101507,R13378,R049,S028,skytrain,Commuter,0.326,$3-$4.5,NA,BC,Vancouver,HolidayFreeRide,False,1,47,2-5km,3.15,False
EDGE300761,S028,Station,S014,Station,CONNECTS_TO,2024-12-11 13:01:19,,,,S028,skytrain,Occasional,0.261,$4.5-$6.5,NA,BC,Vancouver,None,False,0,9,>=20km,4.51,False
EDGE300762,R15395,Rider,S012,Station,ALIGHTED,2024-11-26 14:40:51,T102287,R15395,R047,S012,bus,Commuter,0.914,$3-$4.5,NA,BC,Vancouver,None,False,1,41,5-10km,3.08,False
EDGE300763,S005,Station,S020,Station,CONNECTS_TO,2024-01-23 11:24:45,,,,S005,seabus,Commuter,0.495,$4.5-$6.5,NA,BC,Vancouver,None,False,3,66,10-20km,6.22,False
EDGE300764,R96444,Rider,R74460,Rider,SHARES_TRIP_WITH,2024-09-21 11:29:55,T101803,R96444,R032,S009,seabus,Occasional,0.457,$3-$4.5,NA,BC,Vancouver,SportsFinalsPass,False,1,18,10-20km,3.07,False
EDGE300765,R84679,Rider,S009,Station,TRANSFERRED_TO,2025-06-11 02:47:07,T100200,R84679,R060,S009,skytrain,Commuter,0.182,$4.5-$6.5,NA,BC,Vancouver,None,False,3,20,10-20km,4.83,False
EDGE300766,R97094,Rider,S016,Station,TRANSFERRED_TO,2025-06-03 00:51:57,T102090,R97094,R020,S016,bus,LowIncome,0.758,<$3,NA,BC,Vancouver,None,False,1,5,>=20km,2.13,False
EDGE300767,S025,Station,S004,Station,CONNECTS_TO,2024-11-19 19:27:34,,,,S025,bus,Senior,0.133,$3-$4.5,NA,BC,Vancouver,None,False,1,12,>=20km,3.0,False
EDGE300768,R37737,Rider,V0816,Vehicle,BOARDED,2024-12-14 20:38:36,T100093,R37737,R004,S014,skytrain,Tourist,0.694,<$3,NA,BC,Vancouver,None,False,0,53,10-20km,2.15,False
EDGE300769,R43352,Rider,V0487,Vehicle,BOARDED,2024-04-20 21:23:09,T100718,R43352,R080,S027,bus,Senior,0.176,<$3,NA,BC,Vancouver,None,False,2,24,2-5km,2.11,False
EDGE300770,S024,Station,S003,Station,CONNECTS_TO,2025-01-15 19:01:36,,,,S024,skytrain,Tourist,0.486,$3-$4.5,NA,BC,Vancouver,HolidayFreeRide,False,0,46,2-5km,3.39,False
EDGE300771,S020,Station,S026,Station,CONNECTS_TO,2024-09-20 22:53:25,,,,S020,bus,Student,0.297,$4.5-$6.5,NA,BC,Vancouver,HolidayFreeRide,False,2,11,>=20km,4.83,False
EDGE300772,R102,Route,S024,Station,ROUTE_SERVES,2024-09-09 13:00:52,,,R102,S024,skytrain,Commuter,0.386,$4.5-$6.5,NA,BC,Vancouver,CarFreeDay,False,0,48,2-5km,4.84,False
EDGE300773,S017,Station,S030,Station,CONNECTS_TO,2024-09-26 09:08:15,,,,S017,skytrain,Commuter,0.836,>$6.5,NA,BC,Vancouver,HolidayFreeRide,False,2,18,10-20km,6.65,False
EDGE300774,R66219,Rider,S005,Station,ALIGHTED,2025-02-04 17:21:49,T102132,R66219,R005,S005,skytrain,LowIncome,0.228,$3-$4.5,NA,BC,Vancouver,None,False,0,57,2-5km,4.22,False
EDGE300775,R20627,Rider,V0395,Vehicle,BOARDED,2024-01-07 06:31:09,T101081,R20627,R039,S016,bus,LowIncome,0.165,>$6.5,NA,BC,Vancouver,HolidayFreeRide,False,3,11,10-20km,8.15,False
EDGE300776,R47145,Rider,S007,Station,TRANSFERRED_TO,2025-01-18 23:06:37,T100374,R47145,R045,S007,skytrain,Student,0.709,$3-$4.5,NA,BC,Vancouver,None,False,3,44,10-20km,3.71,False
EDGE300777,R061,Route,S026,Station,ROUTE_SERVES,2025-01-07 18:52:07,,,R061,S026,bus,Commuter,0.966,$3-$4.5,NA,BC,Vancouver,SportsFinalsPass,False,2,56,>=20km,3.4,False
EDGE300778,R088,Route,S010,Station,ROUTE_SERVES,2024-12-09 13:54:44,,,R088,S010,bus,Student,0.276,>$6.5,NA,BC,Vancouver,CarFreeDay,False,2,21,5-10km,6.6,False
EDGE300779,S026,Station,S018,Station,CONNECTS_TO,2024-08-26 05:55:58,,,,S026,bus,Senior,0.517,$3-$4.5,NA,BC,Vancouver,NewYearPromo,False,3,22,10-20km,4.02,False
EDGE300780,R16706,Rider,S003,Station,ALIGHTED,2025-03-31 15:26:54,T100151,R16706,R057,S003,skytrain,Commuter,0.485,$4.5-$6.5,NA,BC,Vancouver,None,False,2,23,5-10km,4.81,False
EDGE300781,R063,Route,S007,Station,ROUTE_SERVES,2025-01-11 10:29:33,,,R063,S007,bus,Senior,0.745,$3-$4.5,NA,BC,Vancouver,None,False,1,39,>=20km,3.33,False
EDGE300782,R086,Route,S029,Station,ROUTE_SERVES,2024-10-06 05:07:44,,,R086,S029,wce,Senior,0.348,$3-$4.5,NA,BC,Vancouver,None,False,3,14,10-20km,3.13,False
EDGE300783,R57117,Rider,S025,Station,TRANSFERRED_TO,2024-06-14 08:55:43,T101273,R57117,R006,S025,skytrain,Commuter,0.347,$4.5-$6.5,NA,BC,Vancouver,None,False,2,18,2-5km,4.56,False
EDGE300784,R59730,Rider,S024,Station,ALIGHTED,2025-02-07 08:22:31,T102072,R59730,R038,S024,skytrain,Senior,0.942,<$3,NA,BC,Vancouver,CarFreeDay,False,1,81,10-20km,1.93,False
EDGE300785,R17044,Rider,S025,Station,ALIGHTED,2025-05-09 10:38:22,T100846,R17044,R028,S025,wce,Tourist,0.216,$3-$4.5,NA,BC,Vancouver,None,False,2,58,>=20km,3.71,False
EDGE300786,R35923,Rider,S003,Station,TRANSFERRED_TO,2025-05-27 03:42:53,T100675,R35923,R015,S003,wce,Commuter,0.733,<$3,NA,BC,Vancouver,HolidayFreeRide,False,4,36,10-20km,2.18,False
EDGE300787,R21406,Rider,V0756,Vehicle,BOARDED,2025-05-26 13:04:52,T100974,R21406,R056,S002,bus,Commuter,0.128,$3-$4.5,NA,BC,Vancouver,None,False,2,25,2-5km,4.24,False
EDGE300788,R66564,Rider,S009,Station,ALIGHTED,2024-04-26 22:52:49,T102345,R66564,R044,S009,bus,Commuter,0.587,$3-$4.5,NA,BC,Vancouver,None,False,3,56,10-20km,3.18,False
EDGE300789,R023,Route,S011,Station,ROUTE_SERVES,2024-01-11 19:14:43,,,R023,S011,skytrain,Student,0.463,>$6.5,NA,BC,Vancouver,None,False,2,60,>=20km,11.23,False
EDGE300790,S002,Station,S005,Station,CONNECTS_TO,2024-01-12 15:09:31,,,,S002,skytrain,LowIncome,0.905,$3-$4.5,NA,BC,Vancouver,HolidayFreeRide,False,1,50,>=20km,3.13,False
EDGE300791,R85663,Rider,V0433,Vehicle,BOARDED,2025-01-10 22:00:41,T100103,R85663,R093,S012,wce,Commuter,0.688,$4.5-$6.5,NA,BC,Vancouver,None,False,4,31,10-20km,6.26,False
EDGE300792,S025,Station,S018,Station,CONNECTS_TO,2024-04-08 11:29:11,,,,S025,bus,Occasional,0.781,$4.5-$6.5,NA,BC,Vancouver,None,False,1,5,2-5km,4.52,False
EDGE300793,R61289,Rider,V0873,Vehicle,BOARDED,2024-05-29 02:55:40,T100549,R61289,R066,S022,bus,Commuter,0.547,>$6.5,NA,BC,Vancouver,HolidayFreeRide,False,1,37,2-5km,7.28,False
EDGE300794,R67959,Rider,V0545,Vehicle,BOARDED,2024-03-18 05:40:17,T101035,R67959,R004,S020,skytrain,LowIncome,0.682,<$3,NA,BC,Vancouver,None,False,1,67,5-10km,2.13,False
EDGE300795,R85283,Rider,R14877,Rider,SHARES_TRIP_WITH,2024-03-12 08:50:33,T100874,R85283,R072,S013,wce,Senior,0.103,<$3,NA,BC,Vancouver,CarFreeDay,False,1,9,>=20km,2.98,False
EDGE300796,R52409,Rider,V0184,Vehicle,BOARDED,2024-03-11 23:28:36,T100773,R52409,R111,S008,bus,Commuter,0.843,<$3,NA,BC,Vancouver,None,False,0,62,10-20km,2.93,False
EDGE300797,R25946,Rider,V0519,Vehicle,BOARDED,2024-08-27 04:24:26,T102036,R25946,R040,S022,skytrain,Commuter,0.48,>$6.5,NA,BC,Vancouver,None,False,1,37,>=20km,8.4,False
EDGE300798,R043,Route,S006,Station,ROUTE_SERVES,2025-04-28 12:41:28,,,R043,S006,bus,Occasional,0.989,$3-$4.5,NA,BC,Vancouver,None,False,5,31,>=20km,3.38,False
EDGE300799,S003,Station,S015,Station,CONNECTS_TO,2024-07-29 04:13:21,,,,S003,bus,Commuter,0.538,<$3,NA,BC,Vancouver,NewYearPromo,False,0,11,2-5km,2.09,False
EDGE300800,S029,Station,S010,Station,CONNECTS_TO,2025-04-09 00:28:43,,,,S029,skytrain,Commuter,0.746,<$3,NA,BC,Vancouver,SportsFinalsPass,False,1,51,>=20km,2.02,False
EDGE300801,S007,Station,S029,Station,CONNECTS_TO,2024-02-28 08:19:55,,,,S007,skytrain,LowIncome,0.273,<$3,NA,BC,Vancouver,None,False,0,47,10-20km,1.9,False
EDGE300802,R23698,Rider,S026,Station,TRANSFERRED_TO,2024-08-31 01:42:53,T101708,R23698,R059,S026,bus,Student,0.533,$3-$4.5,NA,BC,Vancouver,NewYearPromo,False,1,44,10-20km,3.37,False
EDGE300803,R65966,Rider,V0108,Vehicle,BOARDED,2024-09-09 03:08:55,T101958,R65966,R094,S026,bus,Commuter,0.421,$3-$4.5,NA,BC,Vancouver,None,False,3,29,5-10km,3.12,False
EDGE300804,R96517,Rider,S024,Station,ALIGHTED,2024-06-16 20:04:05,T100968,R96517,R015,S024,seabus,Student,0.732,$4.5-$6.5,NA,BC,Vancouver,CarFreeDay,False,1,39,2-5km,4.81,False
EDGE300805,R071,Route,S012,Station,ROUTE_SERVES,2024-11-05 06:04:12,,,R071,S012,bus,Student,0.314,$3-$4.5,NA,BC,Vancouver,None,False,2,39,<2km,3.19,False
EDGE300806,R62245,Rider,V0279,Vehicle,BOARDED,2024-10-07 19:29:52,T100053,R62245,R052,S015,skytrain,Senior,0.179,$3-$4.5,NA,BC,Vancouver,None,False,0,51,5-10km,3.18,False
EDGE300807,S009,Station,S017,Station,CONNECTS_TO,2025-03-06 04:58:45,,,,S009,wce,Senior,0.996,<$3,NA,BC,Vancouver,HolidayFreeRide,False,2,62,5-10km,2.2,False
EDGE300808,R086,Route,S025,Station,ROUTE_SERVES,2024-01-16 18:40:59,,,R086,S025,bus,LowIncome,0.728,<$3,NA,BC,Vancouver,None,False,2,5,10-20km,2.84,False
EDGE300809,S029,Station,S027,Station,CONNECTS_TO,2024-03-08 11:53:37,,,,S029,skytrain,Commuter,0.663,$3-$4.5,NA,BC,Vancouver,SportsFinalsPass,False,1,32,5-10km,3.34,False
EDGE300810,S008,Station,S011,Station,CONNECTS_TO,2025-03-26 09:22:34,,,,S008,bus,Commuter,0.933,<$3,NA,BC,Vancouver,None,False,4,34,<2km,2.04,False
