trip_id,rider_id,route_id,mode,origin_station_id,destination_station_id,board_datetime,alight_datetime,country,province,fare_class,payment_method,transfers,zones_charged,distance_km,base_fare_cad,discount_rate,discount_amount_cad,yvr_addfare_cad,total_fare_cad,on_time_arrival,service_disruption,polyline_stations
T100734,R25657,R095,bus,S029,S020,2025-02-12 16:06:13,2025-02-12 16:23:09,CA,BC,adult,mobile_pay,2,1,4.01,3.11,0.0,0.0,0.0,3.11,True,False,S020|S002|S030|S026|S018
T100735,R89865,R048,bus,S017,S026,2024-01-19 16:19:15,2024-01-19 16:38:58,CA,BC,adult,compass_card,0,1,7.68,3.19,0.0,0.0,0.0,3.19,False,False,S004|S003|S017|S023|S005|S030|S020|S018|S028
T100736,R38702,R056,bus,S001,S030,2025-04-21 06:23:20,2025-04-21 06:59:29,CA,BC,youth,mobile_pay,0,1,12.57,3.19,0.32,1.02,0.0,2.17,True,False,S025|S022|S021|S014|S018|S014|S012|S029|S002
T100737,R35511,R003,wce,S023,S017,2024-06-04 11:50:40,2024-06-04 12:08:29,CA,BC,youth,contactless_cc,0,2,15.29,4.55,0.32,1.46,0.0,3.09,True,False,S014|S008|S027|S016|S027|S025|S013|S012|S020|S027|S024
T100738,R64812,R067,bus,S030,S025,2025-05-22 20:05:02,2025-05-22 20:40:05,CA,BC,senior,compass_card,0,1,15.43,3.12,0.35,1.09,0.0,2.03,True,False,S027|S023|S019|S004|S015|S005|S010|S017|S026
T100739,R84714,R070,skytrain,S008,S029,2024-04-05 23:20:05,2024-04-05 23:24:11,CA,BC,senior,compass_card,0,1,2.68,3.19,0.35,1.12,0.0,2.07,True,False,S003|S011|S021|S030|S018|S014|S009|S007|S001|S024
T100740,R94814,R044,bus,S024,S027,2024-04-25 13:05:30,2024-04-25 13:51:36,CA,BC,adult,compass_card,0,1,17.61,3.11,0.0,0.0,0.0,3.11,True,False,S001|S020|S017|S004|S018|S001|S014|S022|S007|S024|S027
T100741,R71339,R062,bus,S011,S015,2024-11-25 17:52:49,2024-11-25 18:18:16,CA,BC,adult,compass_card,0,1,8.83,3.2,0.0,0.0,0.0,3.2,True,False,S012|S004|S006|S015|S022|S019
T100742,R40358,R105,skytrain,S009,S010,2024-11-01 20:41:44,2024-11-01 20:50:19,CA,BC,youth,compass_card,0,1,4.79,3.13,0.32,1.0,0.0,2.13,True,False,S028|S018|S014|S020|S012|S021|S009|S023|S013|S026
T100743,R36015,R101,bus,S007,S015,2024-04-06 00:04:42,2024-04-06 00:36:13,CA,BC,adult,compass_card,1,1,8.63,3.19,0.0,0.0,0.0,3.19,True,False,S018|S027|S018|S016|S006
T100744,R72497,R059,bus,S012,S019,2024-09-18 17:18:58,2024-09-18 17:39:43,CA,BC,youth,compass_card,0,1,7.87,3.13,0.32,1.0,0.0,2.13,True,False,S018|S016|S009|S011|S020|S012|S026
T100745,R30239,R104,bus,S023,S013,2025-05-13 01:35:07,2025-05-13 01:48:14,CA,BC,senior,compass_card,1,1,5.7,3.12,0.35,1.09,0.0,2.03,False,False,S024|S005|S029|S028|S022|S004|S025
T100746,R55511,R087,skytrain,S008,S016,2024-02-27 23:31:26,2024-02-27 23:52:57,CA,BC,youth,compass_card,1,1,13.21,3.14,0.32,1.0,0.0,2.14,True,False,S026|S023|S006|S004|S008
T100747,R48349,R117,wce,S017,S013,2024-01-12 10:40:07,2024-01-12 10:48:11,CA,BC,adult,contactless_cc,1,2,8.58,4.6,0.0,0.0,0.0,4.6,True,False,S026|S011|S027|S018|S021|S024
T100748,R10594,R001,bus,S022,S024,2024-02-10 22:50:36,2024-02-10 23:12:50,CA,BC,adult,cash,0,1,8.71,3.37,0.0,0.0,0.0,3.37,True,False,S002|S007|S014|S022|S001|S027|S003|S028|S005|S017|S021
T100749,R30860,R039,bus,S014,S003,2024-05-14 01:45:43,2024-05-14 02:08:54,CA,BC,senior,contactless_cc,0,1,9.8,3.19,0.35,1.12,0.0,2.07,True,False,S003|S010|S008|S013|S003
T100750,R36732,R007,skytrain,S020,S002,2024-04-29 00:28:56,2024-04-29 00:33:24,CA,BC,youth,compass_card,0,1,3.04,3.18,0.32,1.02,0.0,2.16,True,False,S024|S013|S014|S021|S022|S017|S010|S024|S020
T100751,R34003,R029,bus,S002,S026,2024-11-21 06:04:20,2024-11-21 06:25:37,CA,BC,adult,compass_card,1,1,8.59,3.2,0.0,0.0,0.0,3.2,True,False,S027|S006|S022|S016|S015|S001|S008
T100752,R97073,R081,wce,S028,S022,2024-12-29 19:32:39,2024-12-29 19:53:26,CA,BC,adult,compass_card,0,1,17.79,3.15,0.0,0.0,0.0,3.15,True,False,S030|S026|S017|S010|S007|S002|S027|S020
T100753,R65372,R116,seabus,S017,S018,2025-05-04 07:54:14,2025-05-04 08:07:02,CA,BC,adult,compass_card,1,1,21.32,3.12,0.0,0.0,0.0,3.12,True,False,S023|S008|S021|S006|S023|S002|S013
T100754,R14942,R042,bus,S008,S022,2025-06-20 06:38:43,2025-06-20 07:10:12,CA,BC,adult,compass_card,0,1,13.43,3.12,0.0,0.0,0.0,3.12,True,False,S001|S007|S003|S010|S026|S013
T100755,R38893,R029,bus,S012,S023,2024-07-26 01:06:01,2024-07-26 01:32:56,CA,BC,tourist,compass_card,0,1,13.74,3.15,0.1,0.32,0.0,2.83,True,False,S013|S014|S020|S007|S018|S001|S025|S023
T100756,R88478,R054,skytrain,S003,S004,2025-02-19 23:45:49,2025-02-19 23:56:18,CA,BC,senior,compass_card,1,1,8.29,3.17,0.35,1.11,0.0,2.06,True,False,S018|S010|S025|S028|S018|S020|S012|S013|S028|S009|S008
T100757,R34996,R100,bus,S020,S007,2024-10-05 04:53:42,2024-10-05 05:17:59,CA,BC,adult,cash,0,1,9.66,3.31,0.0,0.0,0.0,3.31,True,False,S015|S013|S020|S001|S010|S006|S015|S018|S004
T100758,R72175,R106,skytrain,S018,S003,2024-01-01 05:02:59,2024-01-01 05:16:41,CA,BC,senior,compass_card,0,1,7.31,3.15,0.35,1.1,0.0,2.05,True,False,S017|S010|S012|S004|S027|S017|S009|S030|S018|S028
T100759,R85033,R120,wce,S026,S019,2025-03-19 21:20:54,2025-03-19 21:43:41,CA,BC,adult,compass_card,0,1,24.28,3.15,0.0,0.0,0.0,3.15,True,False,S009|S024|S015|S013|S020
T100760,R28066,R095,skytrain,S016,S026,2025-05-19 13:11:17,2025-05-19 13:39:35,CA,BC,youth,compass_card,0,2,12.6,4.51,0.32,1.44,0.0,3.07,True,False,S008|S026|S011|S026|S015|S023|S015
T100761,R80393,R050,bus,S029,S019,2025-04-11 09:51:57,2025-04-11 10:13:59,CA,BC,youth,compass_card,0,1,6.75,3.14,0.32,1.0,0.0,2.14,False,False,S028|S001|S017|S004|S010|S003|S014|S022|S027
T100762,R57924,R072,seabus,S008,S023,2025-06-20 10:18:54,2025-06-20 10:30:16,CA,BC,adult,compass_card,0,2,8.32,4.54,0.0,0.0,0.0,4.54,True,False,S023|S008|S027|S011|S015|S012
T100763,R63516,R073,seabus,S017,S019,2025-01-17 08:31:00,2025-01-17 08:42:54,CA,BC,adult,compass_card,1,2,10.19,4.52,0.0,0.0,0.0,4.52,True,False,S001|S024|S028|S009|S008|S011|S003|S014
T100764,R72103,R039,skytrain,S022,S025,2025-06-05 15:24:29,2025-06-05 16:03:47,CA,BC,adult,compass_card,0,2,16.35,4.58,0.0,0.0,0.0,4.58,True,False,S027|S011|S003|S019|S006
T100765,R96491,R081,bus,S016,S011,2024-03-30 17:49:19,2024-03-30 18:12:08,CA,BC,adult,contactless_cc,0,1,8.91,3.16,0.0,0.0,0.0,3.16,True,False,S012|S007|S030|S019|S009|S006|S025|S022
T100766,R72001,R081,skytrain,S030,S007,2024-05-19 03:50:50,2024-05-19 04:03:08,CA,BC,adult,mobile_pay,2,1,8.67,3.11,0.0,0.0,0.0,3.11,True,False,S016|S025|S007|S009|S025|S008|S029
T100767,R14352,R112,wce,S009,S007,2024-10-07 12:42:25,2024-10-07 12:54:55,CA,BC,adult,compass_card,0,2,11.1,4.53,0.0,0.0,0.0,4.53,True,False,S008|S007|S028|S008|S028|S020
T100768,R88872,R062,skytrain,S012,S005,2024-03-07 18:42:44,2024-03-07 19:03:39,CA,BC,adult,compass_card,0,1,10.96,3.12,0.0,0.0,0.0,3.12,False,False,S025|S004|S005|S003|S023|S022|S016
T100769,R13526,R087,skytrain,S020,S001,2025-01-20 18:29:34,2025-01-20 18:41:36,CA,BC,senior,compass_card,1,1,7.41,3.14,0.35,1.1,0.0,2.04,True,False,S025|S029|S018|S002|S029|S016|S012|S021|S011|S017|S030
T100770,R77009,R093,bus,S029,S030,2024-05-01 17:45:08,2024-05-01 18:07:28,CA,BC,tourist,compass_card,1,1,9.44,3.16,0.1,0.32,0.0,2.84,True,False,S019|S029|S009|S017|S006|S026|S017|S009|S014|S008|S026
T100771,R32483,R085,bus,S019,S005,2024-11-17 23:55:00,2024-11-18 00:31:06,CA,BC,adult,compass_card,0,1,16.06,3.13,0.0,0.0,0.0,3.13,False,False,S002|S018|S027|S014|S017
T100772,R55588,R050,skytrain,S018,S002,2025-04-26 14:46:07,2025-04-26 15:01:29,CA,BC,youth,compass_card,0,1,8.7,3.16,0.32,1.01,0.0,2.15,True,False,S017|S012|S014|S029|S022|S026|S006|S016|S004|S024
T100773,R64337,R109,bus,S017,S015,2024-04-30 13:34:45,2024-04-30 14:49:26,CA,BC,adult,compass_card,0,1,24.83,3.1,0.0,0.0,0.0,3.1,True,False,S011|S024|S001|S002|S023|S007|S014
T100774,R55959,R005,seabus,S019,S004,2024-07-10 04:37:08,2024-07-10 04:51:25,CA,BC,youth,mobile_pay,1,2,17.81,4.6,0.32,1.47,0.0,3.13,True,False,S011|S013|S021|S029|S009|S006|S019|S009
T100775,R16472,R017,bus,S008,S010,2025-01-13 21:24:29,2025-01-13 22:02:40,CA,BC,adult,compass_card,0,1,14.21,3.14,0.0,0.0,0.0,3.14,True,False,S016|S021|S011|S013|S006|S017|S014|S007
T100776,R43701,R019,skytrain,S014,S024,2024-07-24 12:13:14,2024-07-24 12:27:26,CA,BC,adult,mobile_pay,0,1,8.04,3.11,0.0,0.0,0.0,3.11,True,False,S025|S012|S013|S029|S013|S009|S016|S006|S020|S005|S020
T100777,R59334,R037,bus,S022,S008,2024-10-06 14:16:14,2024-10-06 14:42:19,US,BC,adult,compass_card,0,1,13.07,3.19,0.0,0.0,0.0,3.19,True,False,S027|S004|S025|S009|S027|S008
T100778,R77173,R048,bus,S018,S014,2024-04-09 19:10:54,2024-04-09 19:59:46,CA,BC,low_income,contactless_cc,0,1,18.44,3.16,0.4,1.26,0.0,1.9,False,False,S028|S013|S007|S005|S027|S024
T100779,R42780,R014,bus,S005,S017,2025-06-29 04:10:45,2025-06-29 04:43:29,CA,BC,senior,compass_card,0,1,14.3,3.1,0.35,1.08,0.0,2.02,True,False,S026|S001|S007|S015|S017|S005|S030|S028
T100780,R22943,R101,bus,S021,S017,2024-04-09 15:35:07,2024-04-09 15:55:23,CA,BC,adult,compass_card,0,1,9.51,3.18,0.0,0.0,0.0,3.18,True,False,S018|S025|S011|S027|S016|S010|S009|S019|S029|S019
T100781,R39178,R033,bus,S002,S014,2025-04-15 11:06:08,2025-04-15 11:30:38,CA,BC,adult,compass_card,0,1,12.99,3.13,0.0,0.0,0.0,3.13,True,False,S004|S024|S006|S002|S008|S028|S009|S017
T100782,R33814,R024,skytrain,S027,S021,2024-12-04 16:16:42,2024-12-04 16:53:00,GB,BC,adult,compass_card,0,1,28.39,3.2,0.0,0.0,0.0,3.2,True,False,S004|S016|S025|S011|S009|S013|S012|S019|S018|S027
T100783,R74057,R059,skytrain,S009,S013,2024-02-26 00:55:00,2024-02-26 01:06:35,CA,BC,adult,compass_card,1,1,7.43,3.15,0.0,0.0,0.0,3.15,True,False,S001|S015|S004|S013|S029|S022|S020|S007|S020|S019|S022
T100784,R36583,R089,bus,S021,S018,2024-06-01 07:52:48,2024-06-01 08:56:28,CA,BC,adult,mobile_pay,0,1,27.25,3.11,0.0,0.0,0.0,3.11,True,False,S006|S026|S010|S013|S011|S023|S017
T100785,R80112,R052,skytrain,S016,S026,2025-06-15 01:21:23,2025-06-15 01:45:16,CA,BC,youth,compass_card,0,1,10.61,3.19,0.32,1.02,0.0,2.17,True,False,S024|S015|S030|S003|S014|S021
T100786,R34883,R031,bus,S010,S016,2025-01-11 01:09:21,2025-01-11 01:42:37,CA,BC,senior,compass_card,0,1,10.27,3.18,0.35,1.11,0.0,2.07,True,False,S021|S005|S029|S006|S022|S027|S011|S015|S022|S020|S019
T100787,R38184,R011,bus,S013,S029,2025-04-02 16:25:52,2025-04-02 16:49:09,CA,BC,adult,compass_card,0,1,9.31,3.14,0.0,0.0,0.0,3.14,True,False,S030|S003|S004|S007|S012|S008|S012
T100788,R70360,R004,bus,S011,S022,2024-05-21 11:03:02,2024-05-21 11:21:42,CA,BC,adult,contactless_cc,0,1,8.36,3.18,0.0,0.0,0.0,3.18,True,False,S010|S024|S009|S021|S022
T100789,R52734,R116,seabus,S013,S009,2025-05-28 06:19:10,2025-05-28 06:30:19,CA,BC,youth,compass_card,1,1,7.55,3.12,0.32,1.0,0.0,2.12,True,False,S029|S015|S026|S029|S012|S025
T100790,R68228,R075,wce,S019,S017,2025-05-18 23:45:09,2025-05-19 00:01:56,CA,BC,youth,compass_card,2,1,14.13,3.1,0.32,0.99,0.0,2.11,False,False,S015|S014|S006|S007|S029|S001|S006|S025|S008|S023
T100791,R60155,R030,bus,S009,S025,2025-05-29 04:55:59,2025-05-29 05:10:01,CA,BC,youth,compass_card,0,1,7.64,3.21,0.32,1.03,0.0,2.18,True,False,S023|S025|S003|S008|S006|S014|S004|S005|S003|S030|S016
T100792,R83511,R103,skytrain,S018,S002,2025-02-27 13:06:05,2025-02-27 13:17:30,CA,BC,adult,compass_card,0,2,8.33,4.52,0.0,0.0,0.0,4.52,True,False,S001|S026|S013|S018|S026
T100793,R38330,R082,skytrain,S003,S005,2024-07-21 05:28:05,2024-07-21 05:55:22,CA,BC,adult,cash,0,1,16.88,3.4,0.0,0.0,0.0,3.4,True,False,S009|S021|S005|S003|S022
T100794,R11868,R106,bus,S030,S029,2025-02-07 07:59:12,2025-02-07 08:56:22,CA,BC,adult,mobile_pay,0,1,12.11,3.18,0.0,0.0,0.0,3.18,True,False,S013|S010|S008|S009|S025|S010|S016|S022|S005
T100795,R87714,R011,skytrain,S005,S018,2025-04-08 14:49:52,2025-04-08 15:13:32,CA,BC,adult,mobile_pay,0,2,11.34,4.59,0.0,0.0,0.0,4.59,True,False,S027|S006|S001|S003|S023|S012|S029|S011
T100796,R71102,R030,wce,S028,S016,2025-01-10 18:40:06,2025-01-10 18:47:27,CA,BC,youth,compass_card,0,1,7.71,3.17,0.32,1.01,0.0,2.16,False,False,S015|S029|S018|S009|S019|S015|S005
T100797,R24323,R101,skytrain,S023,S018,2024-01-29 08:07:46,2024-01-29 08:22:53,CA,BC,senior,contactless_cc,0,2,7.24,4.5,0.35,1.57,0.0,2.93,True,False,S006|S020|S021|S015|S022
T100798,R90516,R012,bus,S024,S021,2025-03-19 16:20:09,2025-03-19 16:57:58,CA,BC,youth,mobile_pay,0,1,11.7,3.2,0.32,1.02,0.0,2.18,True,False,S029|S019|S014|S018|S022
T100799,R89566,R047,bus,S021,S018,2024-02-23 04:17:21,2024-02-23 04:39:14,CA,BC,adult,compass_card,1,1,9.69,3.18,0.0,0.0,0.0,3.18,True,False,S010|S013|S017|S019|S008|S027|S003|S016|S010|S013
T100800,R58503,R090,wce,S014,S009,2025-04-05 10:49:48,2025-04-05 10:58:13,CA,BC,adult,compass_card,0,1,9.12,3.19,0.0,0.0,0.0,3.19,True,False,S005|S011|S001|S002|S018|S028|S025|S029|S005|S013|S010
T100801,R47555,R005,skytrain,S016,S019,2024-03-11 20:10:32,2024-03-11 20:23:29,CA,BC,senior,contactless_cc,1,1,7.72,3.15,0.35,1.1,0.0,2.05,True,False,S001|S024|S016|S026|S016
T100802,R31236,R119,skytrain,S010,S001,2024-05-01 07:14:30,2024-05-01 07:25:22,CA,BC,youth,compass_card,1,1,5.82,3.15,0.32,1.01,0.0,2.14,True,False,S025|S014|S027|S010|S021|S008
T100803,R61712,R038,bus,S026,S001,2025-06-23 21:23:36,2025-06-23 21:46:56,CA,BC,adult,compass_card,0,1,6.13,3.17,0.0,0.0,0.0,3.17,False,False,S018|S012|S007|S015|S030|S018|S014|S013|S008|S006
T100804,R85096,R060,bus,S023,S025,2024-11-03 10:43:25,2024-11-03 11:00:11,CA,BC,adult,compass_card,0,1,7.02,3.21,0.0,0.0,0.0,3.21,True,False,S021|S013|S028|S013|S008|S010|S003|S015|S022|S008|S018
T100805,R48892,R033,skytrain,S025,S027,2024-04-12 06:43:59,2024-04-12 06:59:04,DE,BC,adult,compass_card,1,2,9.38,4.55,0.0,0.0,0.0,4.55,True,False,S030|S020|S027|S023|S022|S009|S011|S022|S025|S018|S027
T100806,R80977,R022,bus,S009,S015,2024-04-17 08:22:45,2024-04-17 08:51:18,CA,BC,adult,mobile_pay,0,1,10.4,3.21,0.0,0.0,0.0,3.21,True,False,S007|S029|S003|S007|S005|S011|S004|S022|S015|S021
T100807,R54653,R107,skytrain,S015,S009,2024-07-22 04:41:29,2024-07-22 04:58:51,CA,BC,senior,compass_card,0,1,12.47,3.11,0.35,1.09,0.0,2.02,True,False,S023|S020|S016|S007|S012|S001|S006|S002|S019|S001
T100808,R93470,R102,skytrain,S006,S004,2024-07-25 20:22:22,2024-07-25 20:27:11,CA,BC,adult,mobile_pay,0,1,2.58,3.13,0.0,0.0,0.0,3.13,True,False,S010|S009|S005|S024|S015|S025|S001
T100809,R60710,R005,skytrain,S008,S003,2024-02-06 00:06:46,2024-02-06 00:15:03,CA,BC,adult,mobile_pay,0,1,4.09,3.11,0.0,0.0,0.0,3.11,True,False,S005|S001|S017|S007|S012|S015|S010|S027|S026|S016
T100810,R60528,R092,skytrain,S012,S016,2024-05-14 19:50:24,2024-05-14 20:09:01,CA,BC,adult,mobile_pay,0,1,10.66,3.19,0.0,0.0,0.0,3.19,True,False,S023|S027|S002|S012|S003
T100811,R59393,R097,bus,S027,S025,2024-12-17 16:04:34,2024-12-17 16:55:19,CA,BC,senior,compass_card,1,1,10.66,3.15,0.35,1.1,0.0,2.05,True,False,S005|S002|S010|S026|S013
T100812,R77271,R098,bus,S003,S019,2024-05-02 04:53:43,2024-05-02 05:27:55,CA,BC,senior,mobile_pay,0,1,10.06,3.1,0.35,1.08,0.0,2.02,True,False,S016|S006|S008|S030|S027|S009|S028|S013|S028|S001|S005
T100813,R40657,R049,bus,S025,S023,2024-01-08 10:13:47,2024-01-08 10:37:53,CA,BC,adult,compass_card,0,1,10.24,3.18,0.0,0.0,0.0,3.18,True,False,S008|S014|S026|S015|S008|S025|S002|S008|S016
T100814,R36832,R065,bus,S024,S026,2024-12-12 21:46:34,2024-12-12 22:28:51,CA,BC,adult,cash,2,1,17.34,3.37,0.0,0.0,0.0,3.37,False,False,S004|S018|S023|S007|S017|S013|S023|S010|S012|S006|S022
T100815,R97858,R034,skytrain,S024,S002,2025-06-12 07:36:15,2025-06-12 07:52:07,CA,BC,adult,mobile_pay,1,1,12.84,3.15,0.0,0.0,0.0,3.15,True,False,S024|S018|S017|S004|S010|S017|S022
T100816,R34343,R114,wce,S010,S007,2024-01-26 16:32:20,2024-01-26 16:50:03,CA,BC,adult,compass_card,0,2,10.77,4.52,0.0,0.0,0.0,4.52,True,False,S012|S030|S002|S029|S022|S007|S004|S009
T100817,R91664,R101,bus,S021,S014,2025-01-06 02:24:54,2025-01-06 02:48:41,CA,BC,adult,compass_card,0,1,8.89,3.15,0.0,0.0,0.0,3.15,True,False,S011|S001|S007|S027|S009|S020|S004|S014|S027|S008|S001
T100818,R47790,R118,bus,S002,S020,2025-05-22 11:28:06,2025-05-22 12:02:03,CA,BC,adult,compass_card,1,1,13.86,3.17,0.0,0.0,0.0,3.17,True,False,S026|S023|S016|S024|S020|S005|S013
T100819,R42398,R072,skytrain,S025,S003,2025-05-21 10:25:18,2025-05-21 10:35:39,CA,BC,adult,compass_card,0,2,6.19,4.52,0.0,0.0,0.0,4.52,True,False,S008|S006|S017|S003|S023|S020|S011|S026
T100820,R39473,R056,skytrain,S021,S002,2025-05-30 19:22:59,2025-05-30 19:56:19,CA,BC,adult,mobile_pay,0,1,20.42,3.13,0.0,0.0,0.0,3.13,True,False,S002|S013|S022|S005|S024|S018|S027|S004|S006|S017|S008
T100821,R76909,R061,bus,S011,S019,2024-01-26 12:35:49,2024-01-26 12:55:27,DE,BC,adult,contactless_cc,0,1,7.66,3.2,0.0,0.0,0.0,3.2,True,False,S026|S021|S026|S012|S027|S030|S015
T100822,R98675,R018,skytrain,S024,S007,2024-01-19 15:03:07,2024-01-19 15:14:35,CA,BC,adult,compass_card,0,2,5.82,4.54,0.0,0.0,0.0,4.54,True,False,S001|S024|S013|S012|S025|S005|S010|S030|S002
T100823,R64606,R045,skytrain,S016,S024,2024-01-28 18:30:14,2024-01-28 18:47:14,CA,BC,adult,mobile_pay,0,1,11.13,3.15,0.0,0.0,0.0,3.15,True,False,S015|S019|S010|S019|S024|S016|S007|S020
T100824,R39810,R084,skytrain,S006,S019,2024-07-05 06:18:54,2024-07-05 06:40:46,CA,BC,youth,compass_card,0,2,16.5,4.6,0.32,1.47,0.0,3.13,True,False,S012|S011|S025|S015|S009|S029
T100825,R21957,R015,skytrain,S027,S020,2024-10-18 11:27:33,2024-10-18 11:42:24,CA,BC,adult,compass_card,0,2,9.41,4.54,0.0,0.0,0.0,4.54,True,False,S030|S028|S018|S006|S003|S018
T100826,R19780,R112,skytrain,S005,S016,2025-03-14 18:44:24,2025-03-14 18:56:35,CA,BC,youth,contactless_cc,0,1,9.38,3.14,0.32,1.0,0.0,2.14,True,False,S010|S028|S009|S019|S012
T100827,R55167,R080,bus,S015,S001,2024-09-22 10:56:54,2024-09-22 11:38:09,CA,BC,adult,compass_card,1,1,19.65,3.15,0.0,0.0,0.0,3.15,True,False,S025|S021|S017|S013|S025|S006|S030|S001|S021|S029
T100828,R96805,R043,seabus,S012,S026,2024-04-24 16:36:18,2024-04-24 16:50:56,CA,BC,adult,contactless_cc,1,2,10.91,4.57,0.0,0.0,0.0,4.57,True,False,S020|S008|S012|S025|S003|S023|S018|S028
T100829,R91897,R073,skytrain,S013,S007,2025-05-25 17:02:13,2025-05-25 17:14:32,CA,BC,adult,compass_card,0,1,9.29,3.12,0.0,0.0,0.0,3.12,True,False,S017|S023|S016|S026|S018|S005|S021|S010|S012
T100830,R97208,R042,bus,S014,S022,2024-11-17 21:43:29,2024-11-17 22:02:48,CA,BC,low_income,compass_card,0,1,7.79,3.13,0.4,1.25,0.0,1.88,True,False,S011|S004|S005|S018|S023|S003|S002
T100831,R18172,R111,bus,S027,S005,2025-06-17 01:02:25,2025-06-17 01:21:20,CA,BC,adult,contactless_cc,0,1,9.18,3.15,0.0,0.0,0.0,3.15,True,False,S006|S029|S002|S008|S004|S017|S007|S004|S002|S020|S022
T100832,R70709,R004,bus,S027,S013,2025-03-13 13:02:53,2025-03-13 13:32:17,CA,BC,adult,compass_card,0,1,14.53,3.15,0.0,0.0,0.0,3.15,False,False,S022|S016|S018|S021|S024
T100833,R56659,R022,bus,S019,S009,2024-03-21 08:26:02,2024-03-21 09:03:33,CA,BC,youth,compass_card,0,1,14.13,3.12,0.32,1.0,0.0,2.12,True,False,S002|S013|S008|S021|S024|S003|S001
T100834,R99848,R106,skytrain,S030,S007,2024-08-12 20:31:03,2024-08-12 20:47:17,CA,BC,adult,compass_card,0,1,11.51,3.12,0.0,0.0,0.0,3.12,True,False,S021|S016|S030|S027|S003|S016
T100835,R96778,R113,skytrain,S026,S021,2025-04-14 05:00:27,2025-04-14 05:11:27,CA,BC,adult,compass_card,1,1,7.02,3.11,0.0,0.0,0.0,3.11,True,False,S002|S013|S019|S025|S030|S014|S028
T100836,R51495,R032,skytrain,S012,S027,2024-02-08 20:24:01,2024-02-08 20:54:49,CA,BC,youth,mobile_pay,0,1,24.18,3.15,0.32,1.01,0.0,2.14,True,False,S023|S002|S028|S020|S009|S018
T100837,R48237,R046,skytrain,S002,S025,2025-03-27 18:43:18,2025-03-27 18:59:12,CA,BC,youth,compass_card,0,1,10.96,3.18,0.32,1.02,0.0,2.16,True,False,S003|S028|S010|S003|S008|S018|S004|S005
T100838,R57027,R012,bus,S024,S008,2025-03-11 01:06:59,2025-03-11 01:28:17,CA,BC,adult,compass_card,0,1,10.88,3.12,0.0,0.0,0.0,3.12,False,False,S018|S013|S007|S008|S018|S023|S008|S020|S022
T100839,R75911,R047,bus,S006,S019,2024-05-19 02:55:16,2024-05-19 03:09:26,CA,BC,adult,mobile_pay,0,1,6.86,3.21,0.0,0.0,0.0,3.21,True,False,S024|S018|S014|S025|S004|S026|S021|S019|S012|S023|S015
T100840,R50800,R118,skytrain,S023,S022,2025-05-06 06:54:04,2025-05-06 07:05:57,CA,BC,adult,compass_card,1,2,7.69,4.58,0.0,0.0,0.0,4.58,True,False,S014|S030|S004|S007|S027|S006|S019|S013|S018
T100841,R85829,R117,bus,S011,S023,2024-10-30 09:56:55,2024-10-30 11:12:15,CA,BC,senior,cash,0,1,10.03,3.36,0.35,1.18,0.0,2.18,True,False,S006|S019|S021|S015|S012
T100842,R45539,R015,bus,S029,S011,2025-02-11 13:14:19,2025-02-11 13:36:04,CA,BC,adult,compass_card,0,1,10.85,3.16,0.0,0.0,0.0,3.16,True,False,S018|S011|S029|S012|S015|S026|S021
T100843,R15691,R049,bus,S014,S028,2025-03-30 08:06:38,2025-03-30 08:44:27,CA,BC,senior,compass_card,0,1,15.42,3.12,0.35,1.09,0.0,2.03,True,False,S024|S011|S021|S008|S020|S018|S007
T100844,R77690,R095,skytrain,S013,S026,2024-06-04 16:50:45,2024-06-04 17:11:50,CA,BC,senior,contactless_cc,2,2,16.04,4.59,0.35,1.61,0.0,2.98,True,False,S018|S025|S009|S013|S016|S015|S013|S001|S025
T100845,R87332,R119,bus,S002,S011,2024-06-29 11:38:02,2024-06-29 12:07:09,CA,BC,adult,contactless_cc,0,1,9.77,3.13,0.0,0.0,0.0,3.13,True,False,S020|S001|S018|S005|S030|S010|S001|S011|S008|S007
T100846,R32555,R017,wce,S028,S011,2024-10-16 15:28:57,2024-10-16 15:39:55,CA,BC,adult,compass_card,2,1,8.9,3.14,0.0,0.0,0.0,3.14,True,False,S001|S026|S028|S023|S028|S009|S019|S017
T100847,R53401,R015,skytrain,S018,S020,2024-10-18 06:19:02,2024-10-18 06:37:13,CA,BC,senior,mobile_pay,1,2,10.75,4.56,0.35,1.6,0.0,2.96,False,False,S030|S019|S005|S004|S002|S016
T100848,R70616,R099,bus,S012,S005,2025-06-16 22:40:26,2025-06-16 23:04:17,CA,BC,youth,compass_card,1,1,10.22,3.2,0.32,1.02,0.0,2.18,True,False,S005|S010|S013|S030|S019|S008|S009|S010|S027|S010
T100849,R76194,R047,skytrain,S003,S020,2024-12-13 13:00:10,2024-12-13 13:16:05,CA,BC,youth,mobile_pay,0,2,10.24,4.51,0.32,1.44,0.0,3.07,True,False,S013|S020|S007|S025|S003|S025|S011|S027
T100850,R91080,R025,bus,S016,S006,2024-10-09 10:37:25,2024-10-09 11:01:36,CA,BC,adult,compass_card,1,1,11.08,3.17,0.0,0.0,0.0,3.17,True,False,S016|S028|S030|S023|S024|S019
T100851,R36190,R042,wce,S027,S004,2024-12-24 21:05:26,2024-12-24 21:33:29,CA,BC,adult,compass_card,2,1,23.22,3.2,0.0,0.0,0.0,3.2,True,False,S020|S022|S010|S002|S025|S027|S019|S013|S003
