event_id,session_id,mode,event_type,event_ts,device_type,os,route_id,vehicle_id,from_station_id,to_station_id,latitude,longitude,speed_kmh,dwell_seconds,door_open,passenger_delta,load_factor,validator_id,inspector_id,incident_code,inspection_outcome,city,country,province
E200319,S9008249203,bus,fare_inspection,2025-01-23 07:55:55,onboard_sensor,iOS,R044,V0570,S008,S024,49.205924,-123.196433,20.103701131514175,52,False,0,0.69,VAL01738,INS0278,NONE,pass,Vancouver,CA,BC
E200320,S3205765926,skytrain,tap_on,2024-01-05 09:24:22,vehicle_avl_unit,RTOS,R104,V0696,S016,S014,49.305442,-123.198407,46.897212515466904,17,False,4,0.67,VAL00618,,NONE,,Vancouver,CA,BC
E200321,S1795981931,bus,gps_ping,2024-03-11 08:57:09,validator_gate,Embedded,R119,V0846,S014,S004,49.203282,-123.125452,16.15265836955884,23,False,0,0.31,,,NONE,,Vancouver,CA,BC
E200322,S4753221972,skytrain,gps_ping,2024-12-23 08:58:50,validator_gate,RTOS,R114,V0642,S030,S021,49.174936,-123.157642,43.389329328596,19,False,0,0.0,,,NONE,,Vancouver,CA,BC
E200323,S3670858488,bus,departure,2024-03-13 11:14:20,handheld_validator,RTOS,R068,V0786,S022,S023,49.171623,-123.024035,19.76299595981748,25,False,0,0.29,,,NONE,,Vancouver,CA,BC
E200324,S9529670411,seabus,tap_on,2025-06-18 00:43:56,vehicle_avl_unit,RTOS,R032,V0553,S018,S025,49.394536,-123.053131,25.88911709629155,38,False,3,0.64,VAL02172,,NONE,,Vancouver,CA,BC
E200325,S3354037472,seabus,door_open,2024-09-09 23:50:54,vehicle_avl_unit,Embedded,R025,V0028,S019,S010,49.240759,-123.227182,25.477749759609804,21,True,0,0.76,,,NONE,,Vancouver,CA,BC
E200326,S3429232793,seabus,door_close,2025-01-03 22:14:27,vehicle_avl_unit,Embedded,R109,V0414,S030,S023,49.173657,-123.164857,23.399902246752056,8,False,0,0.6,,,NONE,,Vancouver,CA,BC
E200327,S5761288627,skytrain,gps_ping,2025-06-17 10:41:37,validator_gate,Embedded,R111,V0179,S007,S030,49.35807,-123.193109,39.44684403155296,31,False,0,0.43,,,NONE,,Vancouver,CA,BC
E200328,S7344357952,bus,door_open,2024-03-11 23:00:00,validator_gate,iOS,R084,V0629,S016,S022,49.310009,-123.2019,28.386801097049737,23,True,0,0.8,,,NONE,,Vancouver,CA,BC
E200329,S5990501833,skytrain,fare_inspection,2024-09-17 10:50:01,validator_gate,Embedded,R101,V0493,S002,S013,49.342777,-123.105042,47.0211198601292,4,False,0,0.41,VAL02300,INS0075,NONE,warning,Vancouver,CA,BC
E200330,S1443203681,skytrain,tap_off,2024-05-23 16:05:40,vehicle_avl_unit,Linux,R020,V0443,S006,S014,49.159215,-123.015317,41.54693054564855,22,False,-2,0.5,VAL01974,,NONE,,Vancouver,CA,BC
E200331,S4014303364,bus,arrival,2024-07-26 12:50:56,handheld_validator,RTOS,R011,V0718,S007,S013,49.354395,-123.189123,17.9096239969216,0,True,0,1.0,,,NONE,,Vancouver,CA,BC
E200332,S1440671846,bus,gps_ping,2025-04-21 16:31:51,cctv,Linux,R030,V0451,S003,S002,49.200504,-123.210738,17.4139621187704,25,False,0,0.35,,,NONE,,Vancouver,CA,BC
E200333,S7698193652,skytrain,tap_off,2025-03-30 11:27:55,handheld_validator,Android,R092,V0796,S002,S028,49.343387,-123.098998,44.75755733561322,35,False,-5,0.0,VAL00572,,NONE,,Vancouver,CA,BC
E200334,S5837951058,skytrain,incident_report,2024-08-13 23:17:22,vehicle_avl_unit,Android,R119,V0566,S028,S026,49.305811,-123.024785,32.45289997008856,43,False,0,0.99,,,NONE,,Vancouver,CA,BC
E200335,S3642896854,bus,gps_ping,2024-05-27 11:06:05,handheld_validator,Android,R005,V0678,S009,S014,49.235617,-123.116212,18.82425065466745,41,False,0,0.42,,,NONE,,Vancouver,CA,BC
E200336,S2167090356,bus,gps_ping,2025-03-25 12:01:16,vehicle_avl_unit,Linux,R033,V0373,S006,S028,49.16166,-123.008967,21.4136453093667,39,False,0,0.68,,,NONE,,Vancouver,CA,BC
E200337,S3878009767,bus,gps_ping,2024-06-13 05:51:11,handheld_validator,Android,R099,V0338,S016,S015,49.312989,-123.205246,14.110947812487304,83,False,0,0.26,,,NONE,,Vancouver,CA,BC
E200338,S3730896374,bus,incident_report,2024-06-18 05:37:01,validator_gate,Linux,R041,V0289,S022,S013,49.178602,-123.014399,29.027799586211525,16,False,0,0.42,,,NONE,,Vancouver,CA,BC
E200339,S4392820751,bus,gps_ping,2024-06-24 00:27:38,onboard_sensor,Linux,R082,V0482,S026,S023,49.39294,-123.056323,18.07132023532279,16,False,0,0.51,,,NONE,,Vancouver,CA,BC
E200340,S9800634722,wce,tap_off,2024-05-29 05:06:39,validator_gate,RTOS,R117,V0208,S028,S011,49.299104,-123.019742,69.84419357483681,0,False,-1,0.47,VAL00316,,NONE,,Vancouver,CA,BC
E200341,S5969294619,skytrain,tap_off,2024-08-03 09:09:23,handheld_validator,Linux,R100,V0860,S015,S005,49.297993,-123.231783,50.74170617023106,0,False,-3,0.16,VAL00071,,NONE,,Vancouver,CA,BC
E200342,S8344739472,bus,door_open,2024-07-16 12:42:57,vehicle_avl_unit,Linux,R113,V0329,S027,S011,49.378865,-123.035562,24.622957022545137,38,True,0,0.27,,,SECURITY,,Vancouver,CA,BC
E200343,S5978544275,bus,tap_on,2024-02-28 07:03:34,vehicle_avl_unit,Android,R067,V0548,S024,S023,49.242294,-123.109141,21.37555754355429,29,False,1,0.87,VAL00831,,NONE,,Vancouver,CA,BC
E200344,S8002830691,skytrain,tap_off,2025-03-26 10:10:06,validator_gate,RTOS,R023,V0887,S014,S023,49.20967,-123.112048,38.64592783680895,7,False,-2,0.5,VAL00277,,NONE,,Vancouver,CA,BC
E200345,S4569016814,skytrain,gps_ping,2024-11-12 02:25:04,validator_gate,Android,R109,V0552,S011,S026,49.316874,-123.213499,40.91405293786116,34,False,0,0.61,,,NONE,,Vancouver,CA,BC
E200346,S1497686133,bus,tap_on,2024-03-07 10:47:05,handheld_validator,Linux,R116,V0668,S019,S029,49.230215,-123.219433,29.553047076379762,23,False,2,0.3,VAL01977,,NONE,,Vancouver,CA,BC
E200347,S8771994642,wce,tap_off,2024-03-12 16:40:16,vehicle_avl_unit,Linux,R022,V0618,S023,S006,49.230621,-123.084457,44.77309318256242,30,False,-3,0.5,VAL02308,,NONE,,Vancouver,CA,BC
E200348,S6293459157,skytrain,gps_ping,2024-08-09 02:47:41,vehicle_avl_unit,Embedded,R105,V0068,S001,S029,49.247626,-123.007323,43.360188995827556,15,False,0,0.57,,,NONE,,Vancouver,CA,BC
E200349,S5907094359,bus,tap_on,2024-12-14 23:59:18,handheld_validator,Embedded,R084,V0040,S026,S006,49.396812,-123.059715,20.060570501721898,32,False,3,0.68,VAL01473,,NONE,,Vancouver,CA,BC
E200350,S6055856229,bus,gps_ping,2024-02-20 19:22:44,handheld_validator,Embedded,R056,V0744,S009,S015,49.237405,-123.11381,36.93358375333963,21,False,0,0.0,,,NONE,,Vancouver,CA,BC
E200351,S5649638916,skytrain,tap_off,2025-03-09 23:18:48,validator_gate,Android,R077,V0706,S003,S017,49.206283,-123.2004,41.39963962687529,30,False,-3,0.37,VAL00540,,NONE,,Vancouver,CA,BC
E200352,S8329132956,bus,tap_on,2024-06-21 23:02:51,handheld_validator,Embedded,R004,V0468,S029,S011,49.186782,-123.197962,26.38856291898277,53,False,5,0.58,VAL01142,,OBSTRUCTION,,Vancouver,CA,BC
E200353,S9615204837,bus,door_open,2024-07-22 04:40:49,vehicle_avl_unit,RTOS,R101,V0619,S005,S002,49.316062,-123.061734,25.894474385325726,32,True,0,0.3,,,NONE,,Vancouver,CA,BC
E200354,S9910378139,bus,fare_inspection,2025-04-04 00:44:49,validator_gate,RTOS,R083,V0557,S029,S005,49.188836,-123.198409,43.3786958317972,25,False,0,0.77,VAL02371,INS0248,NONE,pass,Vancouver,CA,BC
E200355,S1883581453,bus,incident_report,2025-05-27 02:26:41,vehicle_avl_unit,Android,R069,V0129,S008,S018,49.212354,-123.203655,29.7741667214095,6,False,0,0.32,,,NONE,,Vancouver,CA,BC
E200356,S6553356116,skytrain,tap_on,2025-06-05 14:29:46,validator_gate,iOS,R054,V0601,S020,S016,49.331676,-123.135151,43.11271633449551,20,False,2,0.53,VAL01643,,NONE,,Vancouver,CA,BC
E200357,S4526457804,bus,departure,2025-01-11 22:07:33,vehicle_avl_unit,RTOS,R042,V0042,S009,S007,49.230462,-123.111298,44.85721988340905,27,False,0,0.52,,,SECURITY,,Vancouver,CA,BC
E200358,S4210742834,skytrain,tap_off,2024-07-28 11:39:28,vehicle_avl_unit,Linux,R097,V0299,S024,S006,49.239878,-123.115837,36.5052005201406,27,False,-4,0.77,VAL00189,,NONE,,Vancouver,CA,BC
E200359,S8857861145,bus,incident_report,2024-07-20 06:11:09,validator_gate,Linux,R070,V0562,S014,S002,49.219163,-123.109374,21.79373219954972,19,False,0,0.45,,,NONE,,Vancouver,CA,BC
E200360,S9395487457,bus,tap_on,2024-08-26 23:50:37,handheld_validator,iOS,R021,V0834,S025,S001,49.284428,-123.195499,34.235737946467474,0,False,2,0.39,VAL01216,,NONE,,Vancouver,CA,BC
E200361,S2522737532,bus,arrival,2025-01-22 12:37:07,handheld_validator,RTOS,R053,V0651,S021,S012,49.182018,-123.12077,21.650771373296465,40,True,0,0.36,,,NONE,,Vancouver,CA,BC
E200362,S2072693285,wce,gps_ping,2025-03-30 05:45:53,validator_gate,Linux,R105,V0855,S023,S011,49.23024,-123.089144,49.99237151306384,36,False,0,0.98,,,SECURITY,,Vancouver,CA,BC
E200363,S5613993822,skytrain,tap_off,2024-05-02 20:08:36,vehicle_avl_unit,Embedded,R019,V0384,S026,S020,49.394703,-123.047536,33.46147181090477,18,False,-2,0.71,VAL01766,,NONE,,Vancouver,CA,BC
E200364,S5102002469,bus,tap_on,2025-04-15 17:53:11,handheld_validator,Android,R048,V0302,S012,S011,49.228966,-123.150322,27.813922675744355,30,False,7,0.47,VAL00807,,NONE,,Vancouver,CA,BC
E200365,S6005338378,bus,gps_ping,2024-10-16 14:21:43,validator_gate,Android,R090,V0301,S001,S005,49.262397,-123.014061,25.4076402961778,0,False,0,0.51,,,OBSTRUCTION,,Vancouver,CA,BC
E200366,S1610034792,bus,tap_on,2024-06-06 11:48:21,handheld_validator,Linux,R095,V0848,S016,S026,49.314766,-123.207595,22.869929699472422,16,False,4,0.68,VAL01563,,NONE,,Vancouver,CA,BC
E200367,S3015106157,bus,door_close,2024-06-24 12:42:06,handheld_validator,Linux,R073,V0770,S027,S017,49.385727,-123.022904,24.207849717202155,49,False,0,0.01,,,NONE,,Vancouver,CA,BC
E200368,S8941659028,wce,tap_on,2024-04-21 13:29:36,validator_gate,Embedded,R061,V0065,S007,S008,49.364851,-123.189052,71.94518466515692,8,False,3,0.95,VAL01756,,NONE,,Vancouver,CA,BC
E200369,S7390361452,bus,tap_on,2024-03-11 19:58:00,validator_gate,iOS,R028,V0505,S005,S012,49.31086,-123.068641,26.02419172843252,19,False,3,0.4,VAL00056,,MINOR_DELAY,,Vancouver,CA,BC
E200370,S9392326615,bus,tap_on,2025-02-23 11:01:03,cctv,Android,R059,V0657,S022,S023,49.161917,-123.020483,33.85657561710788,5,False,3,0.36,VAL00974,,NONE,,Vancouver,CA,BC
E200371,S1267737133,skytrain,tap_on,2025-03-02 19:42:56,cctv,Android,R043,V0122,S028,S024,49.310518,-123.021458,35.97027953527305,33,False,2,0.56,VAL01579,,SECURITY,,Vancouver,CA,BC
E200372,S6014297074,skytrain,tap_on,2025-04-13 15:49:57,vehicle_avl_unit,Linux,R054,V0257,S024,S017,49.229214,-123.118596,32.42667089961364,11,False,2,0.52,VAL00719,,NONE,,Vancouver,CA,BC
E200373,S5821373550,skytrain,door_open,2025-02-08 03:30:58,handheld_validator,Embedded,R022,V0451,S009,S018,49.230041,-123.119058,44.48447758496077,19,True,0,0.3,,,NONE,,Vancouver,CA,BC
E200374,S3300212046,skytrain,gps_ping,2025-04-29 09:25:09,onboard_sensor,RTOS,R120,V0257,S013,S030,49.280734,-123.054367,40.44734794884996,43,False,0,0.14,,,NONE,,Vancouver,CA,BC
E200375,S2940438226,skytrain,tap_on,2024-03-22 18:03:44,vehicle_avl_unit,iOS,R072,V0893,S017,S020,49.17039,-123.005297,41.746090710418976,51,False,3,0.99,VAL01569,,MINOR_DELAY,,Vancouver,CA,BC
E200376,S8524670917,bus,tap_on,2025-05-07 19:02:28,handheld_validator,Linux,R062,V0301,S020,S021,49.326345,-123.137764,21.652380369366394,35,False,4,0.37,VAL00405,,NONE,,Vancouver,CA,BC
E200377,S1404073436,wce,door_close,2024-08-29 16:15:08,validator_gate,Linux,R078,V0558,S007,S015,49.365573,-123.193272,55.66265044379457,31,False,0,0.79,,,NONE,,Vancouver,CA,BC
E200378,S1589934150,bus,tap_on,2025-02-06 06:41:48,cctv,Linux,R006,V0251,S025,S024,49.297378,-123.204751,25.79023830000521,32,False,1,0.28,VAL01903,,NONE,,Vancouver,CA,BC
E200379,S3748584027,bus,tap_on,2024-06-11 05:25:18,cctv,Android,R025,V0781,S026,S002,49.404091,-123.049747,20.259986248530414,7,False,5,0.61,VAL01586,,MEDICAL,,Vancouver,CA,BC
E200380,S2669381701,bus,fare_inspection,2025-05-22 12:37:48,vehicle_avl_unit,iOS,R002,V0048,S015,S025,49.304851,-123.232625,31.09915381847977,41,False,0,0.4,VAL00052,INS0136,NONE,pass,Vancouver,CA,BC
E200381,S1294415655,skytrain,gps_ping,2024-09-29 13:09:06,vehicle_avl_unit,iOS,R015,V0514,S019,S018,49.239608,-123.221066,44.26629917939479,38,False,0,0.45,,,NONE,,Vancouver,CA,BC
E200382,S5875335903,skytrain,tap_on,2024-01-18 15:20:46,validator_gate,iOS,R064,V0457,S010,S019,49.257615,-123.173143,50.39427781287276,18,False,3,0.52,VAL00814,,NONE,,Vancouver,CA,BC
E200383,S2527330203,bus,gps_ping,2024-07-11 11:31:52,cctv,Android,R060,V0693,S025,S015,49.291123,-123.2008,40.216170884459814,33,False,0,0.67,,,NONE,,Vancouver,CA,BC
E200384,S5617088059,skytrain,gps_ping,2024-03-12 20:11:12,validator_gate,Embedded,R065,V0791,S002,S011,49.331909,-123.094691,32.46106141669439,19,False,0,0.45,,,NONE,,Vancouver,CA,BC
E200385,S4554380819,bus,tap_on,2024-07-27 09:56:21,validator_gate,Linux,R118,V0002,S011,S001,49.300119,-123.206944,15.441027077423824,33,False,2,0.97,VAL01811,,MEDICAL,,Vancouver,CA,BC
E200386,S1038561882,bus,gps_ping,2024-10-14 05:40:51,validator_gate,Android,R098,V0183,S014,S020,49.207243,-123.119689,33.851305303048264,2,False,0,0.64,,,NONE,,Vancouver,CA,BC
E200387,S8299890985,bus,departure,2024-04-05 12:51:08,handheld_validator,iOS,R086,V0825,S021,S027,49.182138,-123.126631,41.96150920175591,0,False,0,0.48,,,NONE,,Vancouver,CA,BC
E200388,S7968135208,skytrain,gps_ping,2024-12-18 21:00:29,handheld_validator,Linux,R070,V0424,S003,S017,49.190225,-123.194504,47.95603692900891,24,False,0,0.84,,,NONE,,Vancouver,CA,BC
E200389,S9794513349,bus,gps_ping,2024-06-02 05:37:15,cctv,Embedded,R070,V0769,S027,S030,49.380707,-123.03236,6.7693750052001,22,False,0,0.83,,,NONE,,Vancouver,CA,BC
E200390,S1422529678,skytrain,tap_on,2024-06-22 00:51:57,handheld_validator,Linux,R069,V0758,S014,S016,49.201652,-123.115889,36.75983207928056,13,False,3,0.64,VAL02314,,NONE,,Vancouver,CA,BC
E200391,S4654674004,bus,departure,2025-06-22 22:45:17,validator_gate,Linux,R111,V0007,S030,S029,49.177435,-123.160936,32.782699814687234,0,False,0,0.41,,,SECURITY,,Vancouver,CA,BC
E200392,S8186466522,bus,tap_on,2024-08-11 08:40:25,vehicle_avl_unit,Linux,R004,V0364,S020,S019,49.3248,-123.140024,29.921264162493998,4,False,2,0.28,VAL02043,,NONE,,Vancouver,CA,BC
E200393,S1626288629,bus,door_close,2025-01-21 23:11:20,validator_gate,iOS,R013,V0067,S008,S012,49.201136,-123.194062,34.29553386590858,24,False,0,0.47,,,NONE,,Vancouver,CA,BC
E200394,S3450325344,skytrain,speed_alert,2024-07-22 07:10:08,cctv,Linux,R056,V0030,S027,S019,49.388061,-123.026694,43.58560058335767,50,False,0,0.66,,,NONE,,Vancouver,CA,BC
E200395,S4285093425,skytrain,departure,2025-04-08 14:26:22,vehicle_avl_unit,iOS,R011,V0545,S008,S016,49.207181,-123.191758,35.552967892158826,36,False,0,0.11,,,NONE,,Vancouver,CA,BC
E200396,S2224083460,bus,gps_ping,2024-01-15 20:35:24,vehicle_avl_unit,RTOS,R072,V0418,S009,S011,49.235806,-123.109691,26.00787986610763,26,False,0,0.44,,,NONE,,Vancouver,CA,BC
E200397,S2958041938,bus,gps_ping,2025-02-05 13:22:46,cctv,Android,R072,V0009,S029,S021,49.189415,-123.188595,27.446865537600324,24,False,0,0.03,,,NONE,,Vancouver,CA,BC
E200398,S4826970753,skytrain,gps_ping,2024-02-09 11:36:20,vehicle_avl_unit,Embedded,R053,V0833,S028,S002,49.301386,-123.020533,18.781328799120367,29,False,0,0.73,,,NONE,,Vancouver,CA,BC
E200399,S2590606380,seabus,incident_report,2024-08-28 06:07:29,handheld_validator,Linux,R062,V0248,S027,S008,49.387111,-123.031752,29.40741274953426,7,False,0,0.52,,,NONE,,Vancouver,CA,BC
E200400,S6358218800,skytrain,tap_off,2024-08-16 09:05:53,handheld_validator,Android,R018,V0132,S022,S030,49.178991,-123.030747,42.722594218520925,29,False,-3,0.48,VAL02293,,NONE,,Vancouver,CA,BC
E200401,S5708555511,skytrain,gps_ping,2024-04-27 01:23:16,vehicle_avl_unit,RTOS,R093,V0660,S019,S009,49.23677,-123.225524,37.61896686181781,12,False,0,0.74,,,NONE,,Vancouver,CA,BC
E200402,S2065921057,skytrain,tap_off,2025-01-02 02:36:51,vehicle_avl_unit,Embedded,R091,V0675,S013,S009,49.265495,-123.061343,42.39143544773619,7,False,-3,0.76,VAL00077,,NONE,,Vancouver,CA,BC
E200403,S8090396678,bus,gps_ping,2024-05-17 10:18:13,vehicle_avl_unit,iOS,R040,V0463,S001,S018,49.260869,-123.013245,24.382289597897437,17,False,0,0.71,,,NONE,,Vancouver,CA,BC
E200404,S5479116307,skytrain,incident_report,2025-06-26 05:01:31,validator_gate,iOS,R026,V0332,S008,S002,49.209994,-123.194626,46.45031049954752,18,False,0,0.74,,,NONE,,Vancouver,CA,BC
E200405,S4144969693,skytrain,door_open,2024-03-07 06:39:40,validator_gate,RTOS,R084,V0001,S008,S028,49.214163,-123.188779,39.92356026564311,24,True,0,0.43,,,NONE,,Vancouver,CA,BC
E200406,S4530139915,bus,door_close,2024-06-15 23:14:25,validator_gate,iOS,R082,V0536,S015,S008,49.30235,-123.227411,24.31498449368678,7,False,0,0.6,,,NONE,,Vancouver,CA,BC
E200407,S1860262289,skytrain,tap_off,2024-03-19 02:41:30,vehicle_avl_unit,Android,R090,V0040,S013,S001,49.272835,-123.046633,39.64050398144308,47,False,-4,0.68,VAL01107,,NONE,,Vancouver,CA,BC
E200408,S6006371648,skytrain,gps_ping,2024-03-07 07:07:49,validator_gate,Embedded,R015,V0611,S014,S002,49.219656,-123.113395,47.90944405706154,32,False,0,0.51,,,NONE,,Vancouver,CA,BC
E200409,S8265225989,skytrain,arrival,2025-06-08 00:09:44,vehicle_avl_unit,Embedded,R105,V0528,S003,S027,49.194221,-123.212499,57.07332214199678,43,True,0,0.72,,,NONE,,Vancouver,CA,BC
E200410,S4298493929,skytrain,tap_on,2024-12-08 15:01:23,onboard_sensor,Embedded,R059,V0107,S026,S009,49.38647,-123.054818,42.0798498808537,46,False,0,0.23,VAL01824,,NONE,,Vancouver,CA,BC
E200411,S3658184995,bus,door_close,2024-02-12 18:50:24,vehicle_avl_unit,Android,R059,V0606,S018,S028,49.404242,-123.050826,22.57519706394509,19,False,0,0.78,,,NONE,,Vancouver,CA,BC
E200412,S7012936526,bus,gps_ping,2024-02-13 12:52:36,validator_gate,Linux,R012,V0655,S029,S018,49.188116,-123.18374,29.032362226101988,0,False,0,0.46,,,NONE,,Vancouver,CA,BC
E200413,S2969786048,seabus,tap_on,2025-05-16 16:47:22,vehicle_avl_unit,Linux,R111,V0310,S014,S001,49.210142,-123.11376,25.61155797319539,0,False,1,0.8,VAL01014,,NONE,,Vancouver,CA,BC
E200414,S8228464981,wce,door_close,2024-05-20 14:37:38,validator_gate,Embedded,R100,V0042,S017,S029,49.187102,-123.006932,61.74073365029996,4,False,0,0.77,,,NONE,,Vancouver,CA,BC
E200415,S8772744510,skytrain,gps_ping,2024-12-14 18:12:31,vehicle_avl_unit,Embedded,R047,V0640,S024,S027,49.234639,-123.122201,62.761176727784736,28,False,0,0.32,,,MINOR_DELAY,,Vancouver,CA,BC
E200416,S2824456402,skytrain,tap_off,2024-12-23 10:33:21,vehicle_avl_unit,Android,R019,V0597,S025,S021,49.288263,-123.186778,34.92358513942992,16,False,-4,0.28,VAL00915,,NONE,,Vancouver,CA,BC
E200417,S6797772449,skytrain,speed_alert,2025-06-18 23:15:15,handheld_validator,iOS,R071,V0534,S026,S010,49.389827,-123.047086,42.77456455267239,17,False,0,0.65,,,NONE,,Vancouver,CA,BC
E200418,S1706045677,bus,gps_ping,2024-03-20 18:06:36,vehicle_avl_unit,Embedded,R026,V0068,S025,S020,49.300433,-123.202251,35.72718886095518,32,False,0,0.63,,,NONE,,Vancouver,CA,BC
E200419,S8463460273,bus,tap_on,2024-05-20 03:18:48,validator_gate,iOS,R094,V0558,S022,S002,49.169182,-123.025743,24.127157041388106,31,False,2,0.83,VAL00243,,NONE,,Vancouver,CA,BC
E200420,S6050738248,bus,tap_on,2025-04-16 21:39:10,cctv,Embedded,R016,V0433,S016,S020,49.311574,-123.19486,16.11345836639655,30,False,4,0.48,VAL01529,,NONE,,Vancouver,CA,BC
E200421,S2501758614,seabus,arrival,2024-04-25 13:26:21,handheld_validator,Android,R022,V0073,S007,S019,49.353008,-123.185376,31.988590262475775,33,True,0,0.82,,,MINOR_DELAY,,Vancouver,CA,BC
E200422,S1812321400,bus,door_open,2024-01-13 02:48:30,vehicle_avl_unit,iOS,R054,V0374,S022,S018,49.162669,-123.023339,12.398616586296125,19,True,0,0.32,,,NONE,,Vancouver,CA,BC
E200423,S6167384301,bus,incident_report,2025-02-25 23:16:11,vehicle_avl_unit,Embedded,R087,V0418,S010,S026,49.27617,-123.174276,30.972643069355545,1,False,0,0.6,,,MEDICAL,,Vancouver,CA,BC
E200424,S3754545998,skytrain,door_close,2025-03-19 21:47:52,handheld_validator,RTOS,R039,V0747,S004,S029,49.170904,-123.031948,34.01478003623856,0,False,0,0.71,,,NONE,,Vancouver,CA,BC
E200425,S2658844858,bus,tap_on,2024-03-23 18:20:37,vehicle_avl_unit,Linux,R034,V0743,S008,S014,49.20156,-123.199196,21.98831367678631,8,False,4,0.99,VAL01252,,NONE,,Vancouver,CA,BC
E200426,S5044834618,skytrain,door_open,2025-01-13 05:51:37,validator_gate,Linux,R058,V0236,S018,S025,49.3856,-123.042824,39.87390662085938,1,True,0,0.39,,,NONE,,Vancouver,CA,BC
E200427,S5070764580,bus,gps_ping,2024-08-04 07:09:40,validator_gate,Android,R009,V0739,S011,S006,49.309175,-123.21466,16.492559770762604,42,False,0,0.44,,,NONE,,Vancouver,CA,BC
E200428,S1589734392,bus,gps_ping,2024-03-08 07:14:28,validator_gate,iOS,R100,V0092,S018,S022,49.393789,-123.055322,24.607084989675794,23,False,0,0.39,,,NONE,,Vancouver,CA,BC
E200429,S7663965523,bus,tap_on,2024-10-26 14:55:04,handheld_validator,iOS,R101,V0413,S007,S001,49.356899,-123.198368,26.83340802061517,44,False,1,0.35,VAL00888,,NONE,,Vancouver,CA,BC
E200430,S7355858612,bus,tap_on,2024-04-02 15:06:36,validator_gate,iOS,R079,V0812,S022,S014,49.162415,-123.026635,29.323052071411595,20,False,3,0.48,VAL01600,,NONE,,Vancouver,CA,BC
E200431,S6142082551,skytrain,door_close,2024-05-08 09:52:39,vehicle_avl_unit,Embedded,R058,V0661,S003,S012,49.203047,-123.202883,34.63929535901455,32,False,0,0.2,,,NONE,,Vancouver,CA,BC
E200432,S6667001046,wce,gps_ping,2024-07-05 22:29:57,cctv,Embedded,R049,V0616,S021,S008,49.190436,-123.112024,55.22891788855215,28,False,0,0.4,,,MINOR_DELAY,,Vancouver,CA,BC
E200433,S7341749369,bus,speed_alert,2025-05-12 04:38:05,vehicle_avl_unit,Android,R040,V0217,S016,S001,49.305434,-123.195549,17.423005284043427,14,False,0,0.94,,,NONE,,Vancouver,CA,BC
E200434,S8604802148,bus,fare_inspection,2024-08-07 22:33:40,vehicle_avl_unit,Linux,R021,V0595,S004,S006,49.166757,-123.030866,30.34284590999271,30,False,0,0.45,VAL02326,INS0134,NONE,pass,Vancouver,CA,BC
E200435,S7241989247,wce,gps_ping,2025-01-19 13:08:16,validator_gate,iOS,R055,V0357,S030,S024,49.18225,-123.162315,82.024319441129,30,False,0,0.26,,,NONE,,Vancouver,CA,BC
E200436,S4595575691,skytrain,tap_on,2024-09-14 11:33:26,vehicle_avl_unit,iOS,R005,V0737,S024,S009,49.230203,-123.109697,41.5696321954809,25,False,1,0.87,VAL00849,,NONE,,Vancouver,CA,BC
E200437,S3660383734,bus,speed_alert,2025-01-06 21:57:48,handheld_validator,Android,R030,V0113,S006,S023,49.174254,-123.004078,27.32331549837906,50,False,0,0.64,,,NONE,,Vancouver,CA,BC
E200438,S6122513888,skytrain,gps_ping,2024-09-22 12:40:20,cctv,RTOS,R067,V0045,S010,S023,49.274184,-123.173983,50.09708551206272,20,False,0,0.6,,,MINOR_DELAY,,Vancouver,CA,BC
E200439,S1632779787,bus,door_close,2024-06-04 00:12:01,handheld_validator,Android,R024,V0063,S009,S015,49.240473,-123.109692,28.91354717438045,0,False,0,0.35,,,NONE,,Vancouver,CA,BC
E200440,S8284682173,bus,gps_ping,2024-09-28 21:01:48,vehicle_avl_unit,RTOS,R048,V0113,S006,S030,49.173061,-123.001206,30.09876017978633,33,False,0,0.81,,,NONE,,Vancouver,CA,BC
E200441,S3944007884,wce,arrival,2024-07-06 22:43:32,vehicle_avl_unit,iOS,R074,V0687,S014,S007,49.206895,-123.115145,63.63197900376103,5,True,0,0.65,,,NONE,,Vancouver,CA,BC
E200442,S2791159459,bus,departure,2024-11-10 01:43:56,vehicle_avl_unit,iOS,R074,V0296,S024,S006,49.244524,-123.113382,33.086166575608054,21,False,0,0.42,,,NONE,,Vancouver,CA,BC
E200443,S6571992792,bus,gps_ping,2025-04-18 23:45:34,onboard_sensor,Embedded,R065,V0625,S012,S004,49.230499,-123.145737,27.351940745779302,38,False,0,0.48,,,NONE,,Vancouver,CA,BC
E200444,S9697323001,bus,arrival,2024-02-24 01:30:07,vehicle_avl_unit,RTOS,R075,V0168,S025,S010,49.288782,-123.189131,29.830622822564802,23,True,0,0.53,,,NONE,,Vancouver,CA,BC
E200445,S2671468005,skytrain,gps_ping,2024-06-27 13:55:57,vehicle_avl_unit,Android,R085,V0292,S010,S019,49.268537,-123.177682,19.300777743147833,39,False,0,1.0,,,NONE,,Vancouver,CA,BC
E200446,S2020490670,skytrain,door_close,2024-10-27 14:33:22,handheld_validator,RTOS,R079,V0377,S023,S018,49.230697,-123.074051,30.53624812503456,11,False,0,0.61,,,OBSTRUCTION,,Vancouver,CA,BC
